Date,Currency,Amount,Address,Status
2017-01-29 17:26:58,BTC,0.42906401,17owruzTRANDYwCq77bSABQLXBxx3QaCea,COMPLETE: dc574aaa38028d972e5402b08246504d551a539d46bce2660b99c3900a952830
2017-01-28 16:50:37,BTC,0.42333899,17owruzTRANDYwCq77bSABQLXBxx3QaCea,COMPLETE: ff5cc67ee7251b44360a045db79a5a3b674408ba679204a40e1daf7d5958e879
2017-01-27 19:49:09,BTC,0.47729970,17owruzTRANDYwCq77bSABQLXBxx3QaCea,COMPLETE: 2eabc62c551bbe9619341fb6fc5bdc210e52dea0181088aa3c85199dbe7e65dc
2017-01-26 19:31:11,BTC,0.48019650,17owruzTRANDYwCq77bSABQLXBxx3QaCea,COMPLETE: fdbabe08fc94e20c313e4be04c5cadf4e0e3b8c7960bf875153a867beda416a6
2017-01-25 22:17:14,BTC,0.49072306,17owruzTRANDYwCq77bSABQLXBxx3QaCea,COMPLETE: 3207bd94ec314cb8d86d2c5c35acd447c9d2596e8a50f18c3ec9c81d87ec8888
2017-01-24 20:16:42,BTC,0.51383607,17owruzTRANDYwCq77bSABQLXBxx3QaCea,COMPLETE: 8ef3326d21f230aba321f64f1ea7442d64fc396dd54c8f8bf9f59a3a5dee0dde
2017-01-23 13:32:49,BTC,0.47560801,17owruzTRANDYwCq77bSABQLXBxx3QaCea,COMPLETE: fa0429031fd61fac4fc511f3d945f8472bd33d4b7e327e5938df4681df89e4ed
2017-01-22 19:29:01,BTC,0.48591870,17owruzTRANDYwCq77bSABQLXBxx3QaCea,COMPLETE: 9b55236c3d2cc1b3d9735734ff90f099656476559cb2f813d133680c5a22b164
2017-01-21 14:07:48,BTC,0.47490974,17owruzTRANDYwCq77bSABQLXBxx3QaCea,COMPLETE: b3d61ce3fe2fc9ebff080ae0468fed2bc256c3131843bcc51a7202816f9e63ae
2017-01-20 16:07:06,BTC,0.53535825,17owruzTRANDYwCq77bSABQLXBxx3QaCea,COMPLETE: 7174bcd7332026b92962f30d3c50b9f71de24166bb1d57909e36158286a69bf0
2017-01-19 15:58:09,BTC,0.53595675,17owruzTRANDYwCq77bSABQLXBxx3QaCea,COMPLETE: 477c7e937363dcf1febb762936f9cfda20cdd76623fc91f88ff317097696e9a4
2017-01-18 19:07:32,BTC,0.56503884,17owruzTRANDYwCq77bSABQLXBxx3QaCea,COMPLETE: b5d618810ec867b6613411df976bd39adec15eaac80c09740d523f65ea557412
2017-01-16 23:21:07,BTC,0.57765225,17owruzTRANDYwCq77bSABQLXBxx3QaCea,COMPLETE: cfc3040e942a9e5a22998638919a7b4d3996332cecaa15a2628ea35ed3ba16be
2017-01-16 00:36:45,BTC,0.59597664,17owruzTRANDYwCq77bSABQLXBxx3QaCea,COMPLETE: a524356b260982107e9661ec49ae962b61ff4ab6a283fdea6270f00c09da60b0
2017-01-15 13:32:15,BTC,0.58591210,17owruzTRANDYwCq77bSABQLXBxx3QaCea,COMPLETE: 9ab1ec5a436cdc99855ed39e089864b2cdf68f5801572dbd4516e5f54552d8ea
2017-01-14 15:24:34,BTC,0.57685425,17owruzTRANDYwCq77bSABQLXBxx3QaCea,COMPLETE: 20adcc702104f3d0db4ed9cc045400c60a93b09b9c1168f7eb6a7801651f76fa
2017-01-13 19:38:58,BTC,0.57386176,17owruzTRANDYwCq77bSABQLXBxx3QaCea,COMPLETE: f8de835b993c4ce8bde9921603b3b8655114ed16404956f1b565cd492b9b9277
2017-01-12 16:39:06,BTC,0.59630551,17owruzTRANDYwCq77bSABQLXBxx3QaCea,COMPLETE: 92c280ba9b5f8caa1cba8e9e01551e64e5711a700d91175c30746025f7be569c
2017-01-11 19:05:26,BTC,0.61066950,17owruzTRANDYwCq77bSABQLXBxx3QaCea,COMPLETE: 96d929f770dfae124267ba7e21fcdcd4e784e38fa820d1aa3bf0bbda53862957
2017-01-10 21:20:37,BTC,0.52787698,17owruzTRANDYwCq77bSABQLXBxx3QaCea,COMPLETE: f404cb36231a290c2992fd0e3fd6fcc53fb8cfb9f6626a1212fa16ebb8588360
2017-01-09 22:34:58,BTC,0.53329046,17owruzTRANDYwCq77bSABQLXBxx3QaCea,COMPLETE: 25fab38755144c97ec50f09c3e4fc67cc51217a0497fb2ea3916b4074934ee0e
2017-01-08 20:08:57,BTC,0.52438579,17owruzTRANDYwCq77bSABQLXBxx3QaCea,COMPLETE: b711a739981e3a9bbcf65c889424723e7698ad4c4981737a38ff35f886058ce9
2017-01-07 21:08:35,BTC,0.56061007,17owruzTRANDYwCq77bSABQLXBxx3QaCea,COMPLETE: bd3b904c38a485bb8e516c54af5cb435012caa2d23289c8d3f72ea3403aa0275
2017-01-06 18:10:29,BTC,0.51550799,17owruzTRANDYwCq77bSABQLXBxx3QaCea,COMPLETE: fd37279acc589955e1f001a49b3a8924a76b3a094f086cadf9016d4937794c1c
2017-01-05 19:26:59,BTC,0.47828873,17owruzTRANDYwCq77bSABQLXBxx3QaCea,COMPLETE: 5b1b79f4e1ffa04bc09c00d3ab6a2623b7ffed86b26a3ec934350c0bdd08d28d
2017-01-05 00:51:19,BTC,0.41448121,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: 8af8a2bd0b0fd990c3355ea213107591009d0b7c3a1081e2838ebcc816f2c6e8
2017-01-03 20:26:12,BTC,0.46867620,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: 531c2fd00304db650bb0a3842cc07914a7ba49f990ec412b23c8fe3a2948ab44
2017-01-02 22:48:43,BTC,0.46473525,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: 680e766bdafb4385e046618d721764600541d963c52e74ae2d5199fed17a6a68
2017-01-01 19:01:20,BTC,0.43929900,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: b0971a49f493d4a2b21ba99343aeb83cae155aecc3dcb4bde1cd926d8cde1647
2016-12-31 15:38:06,BTC,0.50657238,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: 6e151262a373a66cf215bc2351f06ccfb6675c7cda9d62893cb83a30d1c0b72a
2016-12-30 18:19:33,BTC,0.52747800,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: 16829f0b74d3d2cf22aed42315bb47e420bf174bcc1a89640859c2c757e1c186
2016-12-29 13:33:08,BTC,0.54715018,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: de93b6aaec8b33d53ea2cc68f8b70b68dc1581f77445920d1aacf01e11a12ffc
2016-12-28 09:43:17,BTC,0.55860000,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: c47d1ddbca4a3a1f5fc50e2dc8eae280267bf0dc738c52367e28ca12cc1c16c3
2016-12-27 13:16:15,BTC,0.55161750,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: 97f62597737657d39557c80e5742aa69f4c70eb8bf7ef60a5bbbe6b344ea47c7
2016-12-26 16:36:54,BTC,0.57316350,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: 3904e599bf92ef14dd3492d92d8c1131d404fdb3c06aca4de3473cc3d63fb39c
2016-12-25 17:57:42,BTC,0.75291300,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: 361fdee730b084520cc47f0d32ea8b2016af3a913df2c491749736e6601ea0eb
2016-12-24 19:35:50,BTC,0.52747800,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: 7c7ed00bca0772cdbb76cde9b703be25b147ba566944b067e6772b0fe83e86d4
2016-12-23 16:38:39,BTC,0.63270948,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: cf55e6701eb598a07ca491ed1240c43b051dde8a5b07058ebac98bf48878ea04
2016-12-22 18:28:42,BTC,0.59451000,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: c16e42d9a5a65c6c15b3be3c51c0c30bd4e8b11a2d6f7619adfbc46008d58eb7
2016-12-21 14:10:44,BTC,0.58969944,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: 872de3f5260885b446c0bccac47c66bcaa36bb079577fb79d94728396ee6519f
2016-12-20 03:38:47,BTC,0.68163453,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: b5c8c3dda127d135a5d40f5a3c340ee788844386ad2add9ea3aa2bddd0a118bf
2016-12-19 18:01:48,BTC,0.67337946,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: 690824f5599ef224246bb1c3035de5c8b9e4f7fb72c641f97da4b47a0479d531
2016-12-18 15:12:55,BTC,0.67500824,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: 7d54726baf40a466e09b5a49e2595c970d80f831361bdfe638f53d2124ad076f
2016-12-17 22:37:58,BTC,0.66862425,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: 33d8f3ecf6970cfecf44e4ab308784b939662997adc0f8a5e199095880973809
2016-12-16 05:28:10,BTC,0.49928713,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: afce6d118ee32660a441441a18c4363a255af9b4fb1c278187df2b901d808f36
2016-12-15 21:28:01,BTC,0.55147086,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: e5fe949559377350e4981293d166b83f13307e1737b75931e144ff861cc5e094
2016-12-14 20:14:54,BTC,0.46251282,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: c5687696afbbdc3d65eeeb3fc5c1bc7f98ce3442446bf2f4d41418f395e3220d
2016-12-13 19:13:50,BTC,0.44871972,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: 413bbe56254fceebed7dd9fcfc8b8d6f04ad2a7aa520874e7e99b6a2a5bd1678
2016-12-12 20:26:58,BTC,0.43890000,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: e73ab7bdb96949f2ecb2dad8145cfa6dde7b3546170a35759baac12fb45ff822
2016-12-11 20:21:33,BTC,0.43890000,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: d0de6f7d5e5fdb2621f1aa207e937f667257beec36b37963bfb25a25bdf93ee3
2016-12-10 17:11:51,BTC,0.44036627,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: a8554ccb859de0a669a619b6aa7d447937ccb7f17435f6f0850279c307a19fdc
2016-12-09 17:33:36,BTC,0.43890001,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: e9b9283a603b9d0ec9dea2dde2c68f4e5bbcea1a6053469da487075bcd005071
2016-12-08 17:34:26,BTC,0.99622591,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: 89719e5ead99244b5863391a1074a6ffc6b570727b3cabf58c688bbd74420970
2016-12-07 12:12:37,BTC,0.32909502,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: cb2c859c16408869c727f8c6ced00fd7fe433083de73628bd44c4bb0f8d14651
2016-12-07 12:11:58,BTC,1.28750000,1uBH39hNa2xahaoPisVzMnZEtAWUZod8X,COMPLETE: cb2c859c16408869c727f8c6ced00fd7fe433083de73628bd44c4bb0f8d14651
2016-12-06 15:14:14,BTC,0.56976751,1L55nYrmDEVSmwrLRBkXDCRc7kRJ9YDKVP,COMPLETE: b0d7c3e557fb810c95e1c2f196ca6f09c1969809ed94212c82e79d62fb43be9c
2016-12-06 15:13:50,BTC,2.00000000,1uBH39hNa2xahaoPisVzMnZEtAWUZod8X,COMPLETE: b0d7c3e557fb810c95e1c2f196ca6f09c1969809ed94212c82e79d62fb43be9c
